nx	ny	nz	n2x	n2y	n2z	class_view
c	c	c	c	c	c	d
-0.261469	0.018512	-0.965034	-0.497801	0.049960	-0.865851	robot
-0.161748	0.075808	-0.983916	-0.266820	0.105627	-0.957941	robot
-0.721646	0.489801	-0.489205	-0.643522	0.497312	-0.581859	vent
-0.228625	0.014973	-0.973399	-0.469172	0.021823	-0.882837	robot
-0.094692	0.189761	-0.977253	-0.210510	0.131311	-0.968733	robot
-0.730729	0.503075	-0.461467	-0.667925	0.484441	-0.564972	robot
-0.230860	0.019544	-0.972791	-0.457576	0.014995	-0.889044	robot
-0.127917	0.247695	-0.960356	-0.239745	0.203339	-0.949303	robot
-0.708573	0.510443	-0.487209	-0.626411	0.545060	-0.557243	robot
-0.239081	0.031952	-0.970474	-0.474286	0.062537	-0.878147	robot
0.260889	-0.412695	-0.872708	0.412448	-0.356274	-0.838424	robot
0.692704	0.517257	-0.502600	-0.583638	0.575695	-0.572662	robot
-0.246843	0.023244	-0.968777	-0.481913	0.038709	-0.875364	robot
0.268212	-0.418260	-0.867826	0.424139	-0.367175	-0.827821	robot
0.694736	0.515183	-0.501924	-0.592718	0.570146	-0.568876	robot
-0.256926	0.021335	-0.966196	-0.483610	0.029603	-0.874783	robot
0.237896	-0.411977	-0.879591	0.406602	-0.380008	-0.830824	robot
0.682487	0.519655	-0.513975	-0.556245	0.591612	-0.583597	robot
-0.246687	0.017751	-0.968933	-0.478412	0.022998	-0.877834	robot
0.213399	-0.387277	-0.896927	0.362225	-0.374116	-0.853716	robot
0.683779	0.523290	-0.508541	-0.554862	0.600650	-0.575628	robot
-0.260056	-0.004984	-0.965581	-0.492313	-0.039898	-0.869503	robot
0.205039	-0.372512	-0.905093	-0.349955	0.351105	-0.868479	robot
0.677242	0.520214	-0.520309	-0.550871	0.594059	-0.586204	robot
-0.253334	0.007306	-0.967351	-0.482402	0.001766	-0.875948	robot
0.226270	-0.381714	-0.896157	-0.372087	0.349409	-0.859922	robot
0.673230	0.517693	-0.527973	-0.546238	0.573799	-0.610228	robot
-0.252528	0.005901	-0.967572	-0.483742	-0.004568	-0.875199	robot
0.236699	-0.394785	-0.887761	-0.384652	0.368419	-0.846351	robot
0.684198	0.498802	-0.532044	-0.579453	0.536519	-0.613499	robot
-0.242421	0.027754	-0.969774	-0.485002	0.042892	-0.873461	robot
0.240541	-0.395214	-0.886536	0.389800	-0.367865	-0.844234	robot
0.677631	0.510130	-0.529701	-0.567657	0.540983	-0.620567	robot
-0.239258	0.022880	-0.970687	-0.474515	0.016311	-0.880096	robot
0.243993	-0.397180	-0.884712	0.393710	-0.369640	-0.841640	robot
0.669603	0.508282	-0.541555	-0.557051	0.532075	-0.637644	robot
-0.238306	0.017316	-0.971036	-0.472706	0.013532	-0.881116	robot
0.246540	-0.401519	-0.882043	0.398803	-0.373428	-0.837561	robot
0.671953	0.502425	-0.544103	-0.558332	0.526068	-0.641496	robot
-0.249505	0.027628	-0.967979	-0.478241	0.024221	-0.877894	robot
0.267528	-0.407334	-0.873217	0.420806	-0.372807	-0.827005	robot
0.672666	0.506028	-0.539866	-0.564727	0.515889	-0.644159	robot
-0.249505	0.027628	-0.967979	-0.478241	0.024221	-0.877894	robot
0.270728	-0.407486	-0.872159	0.422977	-0.370256	-0.827044	robot
0.671953	0.502425	-0.544103	-0.558332	0.526068	-0.641496	robot
-0.249505	0.027628	-0.967979	-0.478241	0.024221	-0.877894	robot
0.276513	-0.412990	-0.867744	0.431750	-0.371427	-0.821969	robot
0.679051	0.494709	-0.542358	-0.571186	0.520694	-0.634527	robot
-0.244405	0.026773	-0.969304	-0.474056	0.026720	-0.880089	robot
0.276513	-0.412990	-0.867744	0.431750	-0.371427	-0.821969	robot
0.679884	0.498167	-0.538133	-0.576864	0.510272	-0.637848	robot
-0.249505	0.027628	-0.967979	-0.478241	0.024221	-0.877894	robot
0.279970	-0.412990	-0.866635	0.434165	-0.368787	-0.821886	robot
0.687835	0.493500	-0.532298	-0.595741	0.492628	-0.634358	robot
-0.244405	0.026773	-0.969304	-0.474056	0.026720	-0.880089	robot
0.279970	-0.412990	-0.866635	0.434165	-0.368787	-0.821886	robot
