11,3,b,window,window,window,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,window,window,window,window,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,vent,vent,vent,vent,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot
12,4,c,window,window,window,window,robot,robot,window,robot,robot,robot,robot,robot,window,window,robot,window,window,window,window,window,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,vent,vent,vent,vent,vent,vent,vent,vent,robot,window,window,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot
13,4,d,window,window,window,window,window,robot,robot,robot,robot,robot,robot,robot,robot,robot,left,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,vent,vent,vent,vent,vent,vent,vent,vent,vent,vent,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot
14,6,a,window,window,robot,robot,robot,robot,robot,window,window,window,window,window,window,robot,robot,robot,robot,robot,robot,robot,window,window,window,window,window,window,window,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,vent,vent,vent,vent,vent,vent,vent,vent,vent,vent,vent,vent,vent,vent,vent,robot,robot,robot,window,robot,window,window,robot,robot,robot,window,window,robot,robot,robot,robot,robot,robot
16,7,c,window,window,window,window,window,window,window,window,window,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,vent,vent,robot,vent,vent,robot,vent,vent,vent,vent,vent,vent,vent,vent,vent,vent,vent,vent,vent,vent,robot,vent,vent,vent,vent,vent,vent,vent,window,window,window,robot,robot,robot,robot,robot,robot
15,6,b,robot,robot,robot,robot,robot,robot,robot,robot,robot,window,window,robot,robot,robot,robot,robot,robot,left,E,window,window,window,window,window,window,window,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,window,robot,robot,vent,vent,vent,vent,robot,robot,robot,eachother,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,window,robot,robot,robot,robot,robot
18,5,b,robot,window,window,window,window,window,window,window,window,window,window,window,robot,robot,robot,robot,robot,window,window,window,robot,robot,window,window,window,window,robot,robot,robot,robot,robot,robot,robot,window,window,window,window,window,window,window,window,robot,vent,vent,robot,robot,vent,vent,robot,robot,robot,robot,robot,robot,vent,vent,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,window,robot,robot
17,5,a,robot,window,window,window,window,window,window,window,window,window,window,window,window,window,window,window,window,window,window,window,window,robot,robot,robot,robot,robot,robot,robot,window,window,window,window,vent,vent,robot,window,window,window,vent,vent,vent,vent,vent,vent,vent,vent,vent,vent,vent,vent,vent,vent,vent,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot
19,5,c,robot,robot,window,window,window,window,window,window,window,window,window,window,window,window,window,window,window,window,window,robot,robot,robot,window,window,window,window,window,window,robot,robot,robot,robot,robot,robot,robot,robot,window,window,window,window,robot,vent,vent,vent,vent,vent,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,window,robot,floor,floor,floor
20,4,a,robot,window,window,window,window,window,window,window,robot,robot,robot,robot,window,window,window,window,window,window,window,robot,window,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,window,window,window,robot,robot,robot,robot,vent,vent,vent,vent,vent,robot,vent,window,vent,vent,vent,vent,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,window,window,window,robot,robot,robot,robot
21,3,b,window,window,window,window,window,window,window,window,window,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,vent,vent,vent,vent,vent,robot,vent,vent,vent,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,floor,floor,floor,floor,floor,floor,floor,floor,robot,robot
22,6,c,window,window,window,window,window,window,window,window,window,window,window,window,window,window,window,window,window,window,window,window,window,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,window,window,vent,window,robot,vent,vent,vent,vent,vent,robot,floor,floor,floor,floor,floor,floor,robot,window,robot,robot,robot,robot,floor,robot,robot,robot,robot,robot,window,robot,robot,robot,robot,robot
23,5,d,window,window,robot,robot,window,window,window,window,window,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,vent,vent,vent,vent,eachother,eachother,robot,robot,robot,robot,robot,robot,robot,robot,robot,window,window,robot,window,window,window,window,window,window,window,window,window,window,window,robot
24,6,e,window,window,window,window,window,window,robot,robot,robot,window,window,window,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,window,vent,vent,vent,vent,robot,robot,robot,floor,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,window,window,window,window,window,robot,robot,robot
25,2,a,window,window,window,robot,robot,robot,robot,window,window,window,window,window,window,window,window,window,window,window,robot,window,window,window,window,window,robot,robot,window,robot,robot,robot,window,robot,window,window,window,robot,window,robot,vent,vent,robot,vent,vent,vent,vent,vent,vent,robot,vent,vent,vent,vent,vent,vent,vent,vent,vent,robot,robot,robot,robot,robot,window,window,window,window,window,window,window,window,window
26,4,b,window,window,window,window,window,window,window,window,window,window,window,window,window,window,window,window,window,window,window,window,window,window,window,window,window,window,robot,robot,robot,window,window,robot,robot,window,window,window,window,window,window,robot,vent,vent,vent,vent,vent,vent,vent,vent,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,vent,vent,window,window,window,window,window,window,window,window,window,window
27,5,c,window,window,window,window,window,window,window,window,window,window,window,window,window,window,window,window,robot,left,window,window,window,window,window,window,window,window,window,window,window,window,window,window,window,window,window,window,robot,robot,robot,vent,vent,vent,vent,vent,vent,vent,vent,robot,robot,robot,robot,vent,vent,robot,robot,robot,robot,robot,robot,robot,robot,window,window,robot,robot,window,robot,robot,robot,robot,robot
28,3,d,window,window,window,window,window,window,window,window,window,window,window,window,window,window,window,window,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,vent,vent,robot,robot,robot,robot,robot,robot,vent,vent,robot,vent,vent,vent,vent,vent,floor,floor,window,robot,robot,robot,window,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,window,robot,robot,robot,robot,robot
31,6,b,robot,window,window,window,window,window,window,window,robot,robot,robot,robot,robot,window,window,window,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,vent,vent,vent,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,window,window,window,robot,robot,robot,robot
29,6,c,window,window,window,window,window,window,window,window,window,window,window,window,window,window,window,window,window,window,window,window,window,robot,robot,window,window,window,window,window,window,robot,window,window,window,window,window,window,robot,robot,robot,robot,robot,vent,vent,vent,vent,vent,vent,vent,vent,vent,vent,vent,vent,vent,vent,vent,window,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot
30,5,a,robot,robot,robot,window,window,window,window,window,window,robot,robot,window,window,window,window,window,window,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,vent,vent,vent,robot,vent,vent,vent,vent,vent,vent,robot,robot,window,window,robot,robot,robot,floor,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot
33,3,c,window,window,window,window,window,window,window,window,window,window,robot,robot,robot,robot,robot,window,window,window,window,window,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,vent,vent,vent,vent,vent,vent,vent,vent,vent,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot
34,6,a,window,window,window,window,window,window,window,window,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,vent,vent,vent,vent,vent,vent,vent,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot
32,5,b,window,window,window,window,window,window,window,window,window,window,robot,robot,window,window,window,window,window,window,window,window,window,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,vent,vent,vent,vent,vent,vent,vent,vent,vent,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot,robot
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
